,description,price
97246,"This bright Brunello shows elegance and finesse, and it offers pretty aromas of cherry, blackberry, cassis, leather, spice and tobacco. The palate is firm and compact, with a long finish that bears sweet-tasting fruit flavors and silky tannins.",49.0
97641,"The wine's appearance perfectly fits what you dream of in Brunello Riserva, and so do its aromas. It opens with dark ruby concentration and intense aromas of black cherry, currants, wet earth and smoked bacon. In the mouth, this gorgeous wine is soft, supple and long lasting. Drink now or hold five more years.",80.0
97642,"Here's a dark and brooding Brunello Riserva with modern tones of succulent fruit backed by sophisticated notes of spice, toast, chocolate and cola. This is definitely a bigger style with a bold and determined approach that also offers elegance and harmony.",
97644,"This is a fine Brunello Riserva with a thick and pulpy feel that is accented by aromas of cherry, wild berries, currants, exotic spice and pipe tobacco. The wine is smooth and rich with enduring fruit notes and silky tannins. There is a pleasantly sweet note of cherry and vanilla on the long finish. Drink after 2012.",
97653,"The main aspect that sets Biondi-Santi apart is the delicate nature of its aromas. This is an elegant and feminine Brunello with bright berry nuances, floral notes, wild cherry and cola tones. There are subtle hints of vanilla and spice in the mouth with bright acidity. The 2005 vintage should hold another 10–15 years.",
97659,"Well balanced and well priced, this beautifully balanced Brunello by vintner Riccardo Campinoti offers tones of cherry, forest bush, cola, exotic spice and black licorice. It has a naturally meaty or succulent nature, yet it also speaks of Montalcino tradition. Drink after 2013 to allow the tannins to soften and the oak notes to fully integrate.",30.0
97660,"This is one of those immediate and generous Brunellos that will impress everyone who drinks it. Yet, it is by no means overdone: it delivers harmony and territory-driven aromas of cherry, violets, vanilla and wet earth. The mouthfeel is bright, tonic and vibrant with loads of cherry on the close.",40.0
98097,"Youthful, bright and direct in its bold cherry and blueberry aromas. Vinous, chewy and raw with more evolution ahead. Chewy density with bold concentration and ripe fruit. Give it 4–6 more years.",80.0
98100,"This fine and delicate Brunello shows soft elegance and sophistication in the form of cassis, wild berry, white pepper, root beer, toasted nut and cigar tobacco. The mouthfeel is firm and clean, with elements of tannic structure and fresh acidity that work well together. The oak element still needs time to integrate.",70.0
98101,"A Brunello with broad shoulders and a powerful bouquet that delivers bright, bold aromas of ripe fruit, dark spice, leather and dried tobacco. The wine's structure and dark fruit flavors move evenly over the palate with smoothness and harmony.",60.0
98102,"Delicate embroidered with sage, eucalyptus, cola, wild berry, white cherry, rum cake and savory spice, this wine shows the kind of pretty berry aromas that are brighter than they are intense. In fact, the wine shows elegant restraint with the potential for a beautiful evolution in the bottle.",90.0
98107,"Linear, focused and bright, with rich, fleshy fruit in the form of cherry, blackberry and spiced plum cake. This is a fleshy pretty wine with an elegant mouthfeel.",55.0
98110,"A lovely, lush wine with bold, direct aromas of ripe cherry, cured meat, blackberry preserves and exotic spice. It presents a clean and fresh mouthfeel, with solid structure on the long finish.",25.0
98111,"Opulent tones of toasted espresso bean and soft chocolate fudge play a supporting role to bold berry and dried raspberry. Background floral tones of dried lavender and red rose. There's a touch of earthiness, too, with button mushroom and forest floor. Tannins are nicely polished and firm. Streamlined, elegant.",63.0
98112,"Tight, linear and compact. Clean, crisp and precise. Small berry aromas of cassis, wild berry and cherry are framed by firm, dusty tannins and a touch of toasted oak.",75.0
98113,"Shows a pretty, polished nose with dusty mineral notes backed by elegant tones of dried berry, spice and leather. Nice complexity and balance. Loads of tobacco-like sensations on the close.",118.0
98115,"Pretty ensemble of bright fruit, spice and cured meat, with ample concentration. Plump and round in the mouth, with loads of aromatic intensity. The mouthfeel is tight and chiseled.",94.0
98116,"There's an exotic, almost Indian personality, with aromas of dark spice, clove and cardamom. Black fruit, prune and currant are also in evidence. Bold, black and inky thick. It's soft, round and long on the close with pretty freshness, too.",40.0
101207,"Forest floor, bramble, green spice and candied fruit characterize this hearty expression of Brunello di Montalcino. The wine tastes raw and edgy in the mouth due to the prickly nature of its tannins.",
101215,"This wine offers an unusual combination of hot, jammy fruit backed by crisp acidity. Its aromas are big and bulky yet the mouthfeel is surprisingly fresh. Pair this wine with roasted duck or other fatty meats.",
101582,"Le Chiuse has produced one of Montalcino's brightest stars with this Riserva 2004 (the base 2004 Brunello didn't impress us as nearly much). This is a delicious wine that you will enjoy on every level. The intensity and purity of the fruit and spice aromas are impressive and the mouthfeel is extra-plush and supple. Yet, those firm tannins give it the balance and structure it needs.",120.0
102738,"There's a ripe, jammy aroma on the bouquet of this wine that is soon followed by toasted espresso, rum cake, spice and tobacco. The finish is harsh and strong, thanks to a combination of alcohol and high acidity.",22.0
103296,"Here's a lovely Rosso and a rare value wine from one of Tuscany's most prestigious wine-growing areas. Ciampoleto offers bright berry nuances, light shadings of exotic spice and a fresh, zesty finish.",12.0
103300,"This hearty Rosso opens with spicy aromas of candied fruit, clove, dark spice and cured meat. The wine has a warm, earthy note that is characteristic of Tuscany's Sangiovese. The mouthfeel is tart, bright and fresh on the finish.",22.0
103310,"A crisp, streamlined expression of Sangiovese Grosso that opens with lively aromas of wild berry, white pepper and pressed rose. Pair this wine with sweet meats, such as roasted ham or pork.",20.0
103311,"Simple, bright and packed with fresh berry intensity, this easygoing Rosso would pair well with meatloaf, lamp chops or pasta with meat sauce. The wine's naturally crisp acidity will cut through the fat content of these succulent foods.",23.0
103312,"Pair this food-friendly bright Rosso with meatloaf or pork roasted with chopped fennel and leeks. The wine opens with easy berry aromas backed by blue flower and spice, and there's a blast of cleansing acidity on the close.",20.0
106366,"Jammy, mature notes of dark cherry and blackberry preserves open the nose of this richly opulent Brunello. Background tones include polished mineral and sweet Christmas spice with lingering accents of black pepper and crushed clove.",67.0
106368,"This classic Brunello is slightly more closed aromatically and subdued at first, but opens to deep layers of berry fruit and exotic spice as the wine stays in the glass. Elegant flavors of almond and cassis appear as pretty accents on the long fade.",42.0
106369,"Buoyant cola and root beer aromas frame solid aromas of almond paste and wild berry. This Brunello shows a smooth, rich mouthfeel with tight, compact tannins on the close.",80.0
106372,"This shapely, opulent Brunello delivers soft texture and rich intensity that is highlighted by crisp aromas of sweet cherry, spice and dark vanilla bean. That soft roundness continues to the palate where the wine exhibits a smooth, velvety texture.",
106373,"Altesino's Brunello is characterized by fine tannins, good acidity and aromas of white cherry, forest floor and bramble. The wine seems less intense than past vintages and there's a slightly browning edge to its color.",75.0
106381,"This fine and elegant Brunello is accented by plush softness and bright flavors of wild berry, raspberry and sweet almond paste. Thicker tones of espresso and chocolate appear on the close and are carried forth by the wine's velvety richness.",55.0
107170,"The high acidity on this wine gives it a sharp and steely personality, especially on first impression. Those sharp edges will soften with time but the wine already shows slightly aged aromas of candied berries, tar, tobacco and leather. Pair it with creamy pasta dishes.",60.0
107175,"Despite the cool growing season in 2008, this Brunello shows ripe aromas of cherry and plump black fruit. Softer tones of spice and graham cracker fill in the rear, and ultimately the wine's crisp acidity comes as a surprise.",40.0
107181,"Here is a straight shooting and easy expression of Brunello with cherry, leather, tobacco and more dark fruit at the back. The wine is very fine and smooth, but ultimately less complex than other vintages.",46.0
111048,"Rosso Carillon is aged one year in oak to produce smoky notes of toasted almond and exotic spice. The bright, compact mouthfeel offers cola, sour cherry and wild blueberry endnotes.",30.0
111057,"The nose of this succulent Rosso opens with red berry, candied cherry and blackberry tar. Its firm tannins give the wine a textured, almost gritty, mouthfeel.",
111058,"Almost completely black, this wine reveals inky-dark concentration and dark, jammy fruit. Shows power and smoky barbecue aromas of soy sauce, teriyaki, bresaola, cherry liqueur, rum cake, Spanish cedar and sticky pipe tobacco. Cured meat and savory spice as well. Seems extracted and overripe, with hard tannins.",55.0
111063,"Bright red cherry and chewy blackberry notes are followed by sweet spice, nutmeg and cinnamon. There's a grapy element to the bouquet that underscores the wine's youth and informality.",20.0
111066,"Clean, fresh and spicy on the close, this easy Rosso offers mild aromas of wild berry, raspberry and cranberry. The wine delivers a crisp feel in the mouth.",27.0
111071,"Tiezzi's 2010 Rosso shows a dark, austere side, with aromas of ripe fruit, blackberry preserves and rum cake. The acidity is lively and fresh, and the mouthfeel is balanced and smooth.",20.0
111154,"Soft, plush and modern, this is a superstar Brunello with all the qualities we love in this gorgeous category of wine. Made from organically farmed fruit, it offers amazing intensity and determination with aromas of spice, blackberry and currants. The texture is smooth and silky and the tannins offer a solid backbone.",55.0
111163,"This is a gorgeous wine with impressive intensity and balance. Aromas include black cherry, dried currants, candied fruit, leather, tar and a touch of powdered licorice. There are earthy and mineral tones as well and the wine shows the high levels of richness and complexity that can be achieved with Sangiovese Grosso.",
111164,"Here is a sweet, plump and succulent Brunello with bright notes of cherry, blackberry, spice, leather and a touch of dark chocolate. The wine is extra soft and smooth in the mouth and those bright cherry flavors last a long time on the finish. The tannins are polished and dry. Drink after 2014.",
111165,"Here is a thick and succulent expression of Brunello di Montalcino with a generous and immediately friendly disposition. The wine is soft, smooth and satisfying with firm tannins and a full delivery of blackberry, cherry and spice.",70.0
111250,"Dark, inky and thick, this hearty Brunello begs for grilled steak. It opens with ripe fruit—blackberry, plum and prune—and has a background rendering of spice, leather and cigar box. It shows a big, bold style, with loads of soft density and opulence. Good structure, too. Drink after 2015.",60.0
111253,"Deep garnet in color, with dark amber highlights. There's loads of intensity here, with ripe, syrupy fruit, blackberry preserves, prune and dark plum. On the savory side, the wine presents an even succession of leather, tobacco and cedar. It's soft, generous and thickly textured on the luscious finish.",72.0
111254,"Pressed rose, slightly dusty mineral shadings, spice and black fruit make up the bouquet of this elegant, harmonious wine. This expression is astringent and firm, with bright acidity and a solid tannic backbone. Let it soften with more cellar aging.",80.0
111255,"Shows balance and integration and a dark, inky appearance. Blackberry, plum cake, cinnamon bun, leather and tobacco aromas. Chewy, ripe mouthfeel frames plush fruit, while the dusty, structured finish features loads of dried tobacco leaf.",75.0
111259,"A vineyard-designated Brunello with sharp clarity and purity. Sangiovese aromas of wild berry, earth, pressed blue flower and forest floor. Lively and direct on the palate, with integrated acidity and firm structure.",48.0
111260,"Pretty savory tones and barbecue aromas combine to create a bold Brunello. Ripe fruit, black pepper, rum cake, black currant and blackberry preserves all appear in the background. Silky-smooth and firm, it shows a clean, sharp, bold close.",48.0
111262,"Holds back just a bit initially, but then evolves slowly and steadily. Delivers a very firm, polished and linear feel in the mouth. Dusty aromas of crushed stone and crushed white pepper are backed by cola, cassis and red currant. An elegant and sophisticated Brunello.",90.0
111263,"Textbook Brunello nose from a warm vintage. It grabs from a wide array of elements at its disposal, with balsam, cola and humus, backed by ripe fruit and dark cherry. More layers appear as leather, earth and cured meat. Great complexity and balance. Closes elegant, fresh and clean.",50.0
111264,"A bold, plush pleasure bomb with thick layers of bright cherry and chocolate. Loads of tobacco, spice and new leather. Huge intensity and bold aromas. Fresh oak notes of vanilla and cinnamon show first signs of integration. A bold, modern Brunello with some tannic astringency.",60.0
111265,"Opulent and floral, with pressed rose and blue violets. Soapy aromas with church incense and cinnamon potpourri. Very enduring and intense with tight, firm tannins and good length.",55.0
111266,"Inky, ripe, nicely extracted and loaded tight with blackberry, spice and cherry aromas, this is a beautiful Brunello that delivers intensity, staying power and promises easy food-pairing potential. Velvety, soft, rich and plush in the mouth.",120.0
111269,"Here's an oak-driven Brunello that needs time to evolve—give it five years or more. Glimmers of bright fruit emerge despite the presence of toasted almond, cedar wood and vanilla extract. The wine is concentrated with soft tannins and a lovely rich feel in the mouth.",40.0
111271,"Ripe fruit, prune, sticky pipe tobacco and rum cake notes are bold and big, with thick aromatic embroidery and broader brush strokes. Structured and incredibly smooth on the finish. This wine shows a fine, velvety texture.",50.0
111272,"This Brunello Riserva is defined by a layer of coffee and espresso that peels back nicely to reveal dark fruit, cassis, leather and tobacco. It's smooth, ripe, fresh and structured.",80.0
111275,"This Brunello opens with a sweet nose of bright cherry fruit, mocha and vanilla bean. The wine's flavors are more savory, with some background notes of forest floor and wild mushroom. The mouthfeel is firm and steady, but also fresh and compact.",50.0
111596,"This impressive Rosso delivers a silky and smooth texture, with aromas of bright fruit backed by toasted nut and spice. The balance and overall harmony of the mouthfeel are what set this wine apart.",21.0
111604,"This Brunello opens with a sweet nose of vanilla and cherry. The bouquet is straightforward, giving the wine a frank, no-nonsense personality. Flavors of spice, leather and tobacco appear later, rendering more depth. It feels youthful, soft and chewy on the close.",55.0
111608,"This impressive Rosso offers lush aromas of rum cake, coffee, spice, pipe tobacco and dark fruit. It shows warm, earthy or leathery notes in the mouth that are rounded off by fresh Sangiovese acidity.",15.0
111609,"An inky-black appearance and spicy-savory aromas make this the kind of Brunello you want to drink on a really cold winter night. Tightly concentrated and extracted, with loads of black cherry, leather and tobacco, there are balsam notes too, but delivered in a big, strong fashion. The smooth, silky finish that is not overly dense or intense.",50.0
111614,"Nice ripeness, fullness and generosity here. The bouquet opens with bold brushstrokes that don't match the delicate, subdued feel in the mouth. It delivers most of its energy on the nose and segues to a much calmer, more straightforward style on the close.",68.0
111621,"This wine goes from delivering savory spice, cured meat and smoked bacon to being lean and not too intense or persistent on the close. The alcohol and dry tannins want more plush fruit for support.",40.0
111624,"Garnet-ruby hue with slightly browning rim. Savory aromas of cured meat, cola, dried fruit and rum cake upfront, while warm earthy, tobacco and leather tones fill in the rear. Sophisticated and rich, reminiscent of a storied, nostalgic Brunello tradition. Generous, but with a firm, drying feel on the finish.",45.0
111754,"It takes only a few moments before you appreciate the enormity, intensity and overall beauty of this landmark wine. Cerretalto is always a high scoring expression of Brunello, but the ideal conditions of the 2007 vintage elevate it to earthly perfection. Dark and fleshy, the wine delivers ever-evolving aromas of dark fruit, chocolate, spice and tobacco. The acidity is carefully balanced against the wine's thickness and rich texture. The finish is long, luscious and elegant. Keep this bottle in your cellar 10 years or more.",270.0
112127,This fresh Rosso di Montalcino is redolent of pressed violets and rose petals and has more of a floral characteristic than it does a fruity one. The wine is thin but firm in the mouth with a lean but crisp aftertaste.,
112135,La Gerla is one of the finest producers in Montalcino and the estate's less formal Rosso delivers spice and sophistication with loads of oak-related aromas that enhance the wine's natural fruit and consistency. You'll taste the oak spice in the mouth as well so pair this wine with grilled meat or barbecue.,17.0
112458,"Compact and lean in texture, this bright Brunello offers brambly notes of wild berry, cassis, white cherry and licorice. The wine is a bit raw and thorny in places but the fresh acidity and berry flavors pull it forward.",
112465,"This rich expression from the 2005 vintage shows some signs of aging that are evident in its brownish-garnet color and in the wine's aromas of candied fruit, dried currants, mesquite, cola and licorice. It's powerful and pleasantly intense in the mouth with bright acidity and silky tannins. Drink now.",
112466,"Simple and straightforward aromas of red berry and mineral cap the aromatic nuances expressed in the Brunello Riserva. What the wine lacks is complexity, although it does feel rich, smooth and bright in the mouth. A Marc de Grazia selection; various American importers.",120.0
112476,This Brunello Riserva offers wood-driven notes of spice and smoke backed by ripe fruit and blackberry preserves. It is sweet and rich in the mouth with loads of jammy fruit on the close.,85.0
112481,This Brunello represents the 2005 vintage perfectly. The wine is not dense or over-concentrated and the aromas are bright and polished. Everything comes in moderation. Pair this wine with lean cuts of red meat on the grill.,65.0
114263,"Neutral on the nose with smoked ham and dark leather tones, this wine shows tertiary aromas of wild mushroom, earth and black licorice. It has a ripe, round quality to its fruit, with firm structure. Very tangy, bright and refreshing on the close.",
114264,"Bright delivery with aromas of cola, root beer, humus, crème de cassis, forest berry and wild raspberry. It shows finely textured tannins with a bitter almond or bitter chocolate aftertaste. Brambly, sharp, acidic and well defined.",
114272,"This Brunello opens with elegantly on the nose, with small berry, cassis and wild blueberry aromas. Beyond the steady, feminine bouquet is a wine that has power, determination and personality, with savory endnotes of spice and fresh pipe tobacco.",79.0
114274,"Inky-dark and superconcentrated. Notes of coal, licorice, crushed peppercorn, river stone and dark fruit are so big and bold, it's hard to imagine with which foods it would pair best.",60.0
114275,"This Brunello has a warm, earthy personality embodied by its wild mushroom, leather, tobacco and ripe fruit notes. There's crème de cassis and cherry liqueur as well. The wine's mouthfeel is bright and crisp.",88.0
114277,"This wine definitely shows a ripe side in its cured meat, tobacco, sandalwood, smoked bacon and old spice. Delivers a rich, plump feel in the mouth, backed by gritty tannins and bright acidity. Despite the cooler vintage, this wine packs power, heat and a tiny touch of sweetness on the close.",79.0
114278,"Lean, compact and crisp, this Brunello is redolent of oak spice, ripe fruit, cured meat, rum cake and leather. It shows a sharply focused mouthfeel with tight structure and a streamlined feel.",37.0
114281,"Concentrated and dense, with bold red fruit, deep spice notes and overtones of tobacco, bresaola, leather and cigar box. It's a bold, masculine wine but restrained and elegant at the same time. Despite the bold bouquet, the mouthfeel is rather compact and firm. It leaves the palate refreshed.",58.0
114283,"This 2006 Brunello delivers loads of rich intensity, chocolate fudge, ripe cherry and tobacco, with soft, velvety tones at the back. It's a bold, masculine wine with an attractive personality.",70.0
114811,"From the uneven 2005 vintage, this bright Brunello opens with aged aromas of tar, resin, black fruit, cassis and leather. The wine's consistency and persistency are very good considering the difficulties of the year.",
114814,"Brunello Poggiotondo opens with a rich, dark appearance and bright aromas of cherry, root beer, humus and chopped mint. It's bright and clean wine in the mouth that ends with a blast of red berry fruit.",
114925,"This wien is rich in balsam notes of eucalyptus, dried rosemary, ginger and cherry cola. The bouquet is distinctive, and the wine ends with a bright, fresh finish.",27.0
114931,"This balanced Rosso delivers intense aromas of ripe fruit, blackberry, spice, sweet cherry and rum cake. The wine's consistency is rich and smooth, with a refreshing touch of acidity on the close.",30.0
114934,"Ripe aromas of dark fruit, crème de cassis and cherry liqueur. The wine is thick, juicy and chewy, with a touch of tightness or astringency on the close.",50.0
114951,"Perfect for pairing with grilled meat, white beans or hearty pasta dishes, this bright Rosso di Montalcino opens with notes of plush cherry, with almond, spice, leather and tobacco. The mouthfeel is characterized by toasted oak notes and bright acidity.",23.0
114954,Some charred almond or toast aromas join with black berry and crushed granite in this full and generous wine. Nice linear quality allows the berry fruit to glide over a long smooth finish. Good structure and intensity but not overdone.,
115398,Ignaccio is a balanced and fresh Rosso di Montalcino with pretty tones of cherry and dried currant followed by black spice and wet earth. The wine would pair splendidly with pasta and creamy artichoke sauce.,33.0
115400,"Here is a super dark and concentrated Brunello with aromas of black cherry, blackberry pie, teriyaki sauce, leather, cured meat and moist pipe tobacco. The wine is definitely chewy and ripe, but with great structure and a velvety texture.",62.0
115480,"Smoke and wood-driven aromas of vanilla, allspice and ground ginger follow fresh tones of lush cherries and blueberries. The wine is silky and smooth and boasts a soft and pleasant quality of tannins.",
115488,"Sweet vanilla and toasted almond are backed by mature notes of berry fruit and exotic spice. The aromas are bold and penetrating but the wine falls short in the mouth because of its firm, bitter tannins.",
115490,"Delicate aromas of forest berry, raspberry, almond paste and cola describe this pretty interpretation from Montalcino. The wine has a compact, streamlined feel and a bright luminous color with ruby highlights.",
115496,"The strength of this Brunello is the elegance of its aromas, which are enticing and playful but not too intense. You'll recognize balsam, cola-like aromas with chopped herbs, white almond and natural rubber. In the mouth, however, the wine tastes lean and slightly sour.",
117753,"A study in balance, this wine has dark berry and tobacco aromas that are elegant rather than overly intense. The palate reveals polished tannins and firm fruit flavors.",60.0
118840,"Succulent steak or breaded veal would make good pairing partners to this elegant Brunello. The wine delivers oak spice, red fruit, black pepper and balsam notes of dried ginger and cola. The wine is lively and delicate with some astringency to the tannins that will soften in a few more years.",
118841,"Following in the footsteps of this estate's successful Rosso di Montalcino (from the same vintage), this Brunello opens with soft tones of cherry and chocolate with slightly offbeat aromas of cookie dough or almond paste. The mouthfeel is vibrant and fresh.",55.0
118843,"Ripe fruit tones of raspberry jam and blackberry jelly open the bouquet giving this Brunello a plump, sun-kissed personality. It shows a dark garnet color in the glass and has flavors of toasted espresso bean, tobacco, leather and spice with aromatic vanilla endnotes.",48.0
118847,"Talenti delivers Brunello typicity with a long list of aromatic components that characterize this wine—dried ginger, cherry cola, dried rosemary, crushed granite and blue flower. The wine is elegant and smooth with a splash of acidity on the close.",60.0
118848,"This Brunello shows nice balance and a very comfortable level of aromatic intensity that is playful and bright without going over the top. You'll recognize tones of sweet berry fruit, cinnamon, tobacco and even a touch of zesty ginger snap. The wine feels silky and firm with bright freshness on the close.",56.0
118853,"Here's a very good deal for a Brunello “annate” representing the 2008 vintage. The wine offers dark concentration and steady aromas of red fruit, vanilla oak, lead pencil and drying brimstone. Touches of white pepper and cola appear on the silky finish.",30.0
118855,"Shapely and balanced, this bright Brunello shows a clean style that is reinforced by pristine aromas of forest fruit, cranberry, white cherry, cola, ginger and a spicy touch of ground white pepper. Bright acidity creates a cooling sensation in the mouth and would pair well with creamy or cheesy pasta dishes.",70.0
118866,"This is a masculine and powerful expression of Brunello with tight tannins, dark concentration and savory aromas of dark fruit, prune, leather, pipe tobacco and bitter chocolate. That characteristic acidity kicks in at the end and gives the wine a burst of levity.",50.0
118869,"Dark fruit and plum cake open the bouquet and set the stage for the overall aromatic richness and intensity to come. But then, that crisp acidity pops up in the mouth and pulls the wine towards a lighter, leaner side where small berry fruit and blue violets make an appearance.",
120166,"This Brunello is jammy and hot with aromas of blackberry preserves, leafy greens and coffee bean. The mouthfeel is on the short side, although it does offer a flash of fresh fruit on the close.",
120170,"The hot vintage shows strongly, perhaps because this estate is located in the western part of Montalcino where elevations are lower and temperatures are a few degrees higher. The wine has a warm, brownish hue and delivers notes of mature black cherry, prunes and exotic spice. There's no freshness here and it won't last much longer.",
120180,"This a dense, jammy Brunello with overblown notes of blackberry, mature cherry and strawberry backed by gritty tones of wood, toast and nut. The wine tastes thick and syrupy, with chewy red fruit and a blast of heat, and does not promise a long aging future.",
120275,"A “Wow!” wine on every level. This is a lovely, dark, smooth and rich expression that is packed tight with intensity and personality. The biggest, boldest wine by far from Montalcino's 2006 vintage, this bottle will age nicely and add value to your cellar collection.",80.0
120280,"Sesta di Sopra delivers a superb and beautiful Brunello with impossible richness and gorgeous intensity. Aromas include black cherry, vanilla, dark mocha, freshly ground espresso and a subtle touch of mineral dryness at the end. It's equally impressive on the palate with smooth, thick intensity.",60.0
121318,"Tobacco leaf, new leather, forest floor and blackberry open the nose of this nicely ruby-colored Brunello di Montalcino. This wine delivers aromas of cedar wood, vanilla seed, black fruit and exotic spice. In the mouth, it is bright and tonic with sweet oak or cherry fruit flavors on the close. It's almost ready to drink now.",55.0
121319,"Austere and brooding, here is a bigger style Brunello with opulence and loads of charm. The wine is intense and bright with aromas of black fruit, spice, toast, forest floor, cedar and cherry cola. The feeling it imparts is one of succulence, firmness and density. Drink after 2014.",35.0
121321,"Here's a thick and opulent Brunello Riserva with a pleasurable and forward style that puts emphasis on intensity, quality of fruit and texture. The wine boasts a dark garnet color with aromas that span from exotic spice to pressed flowers. It needs at least five more years of cellar aging because the tannins are still a bit young.",74.0
121323,"This is a harmonious and attractive Brunello Riserva with elegant tones of spice, cola, black stone and forest fruit. The wine has excellent texture and consistency and fills your mouth with bright berry tones. Piccini is an important name in Chianti Classico and has recently added hearty Brunello to its portfolio.",60.0
121329,"Here is an elegant Brunello that is clearly shaped by tradition and territory. The wine has a clean nose with tones of forest fruit, cherry, spice and cola. You can taste characteristics often associated with Sangiovese Grosso, such as wet earth and pressed violets. It also has good acidity and a firm but not overdone structure.",
121330,"The Verbena Brunello Riserva is a serious and austere wine with sophisticated notes of mature fruit, spice, cedar wood, leather and tar. There's good density and weight here to pair with grilled meat. The wine offers sweet, chewy tannins over dense texture. Drink after 2015.",40.0
123599,"Delicate and subdued, this wine shows forest fruit, savory spice and mild tobacco notes, backed by bright acidity and an extremely fine and polished mouthfeel. It's a testament to the elegant and ethereal 2006 vintage.",65.0
124380,"A bright, lively Brunello that happily sheds all pretense. It's a wine that communicates Sangiovese Grosso in a straightforward, confident and natural manner. There's bright berry fruit, firm structure and a lean, compact mouthfeel with silky tannins. But don't mistake this for a simple wine. It's not. It shows delicate complexity and elegance.",45.0
124381,"This vineyard-designated Riserva shows a broad portfolio of tertiary aromas with crushed stone, licorice, cassis, leather and smoked meat. It is evolved and silky, with a fresh, crisp close and enough complexity to ride smoothly across the palate.",79.0
124387,"The 2006 Pertimali tastes better than the 2006 Riserva and the 2007 Brunello. This wine is uniquely characterized by bold freshness and richness showing the clean and precise quality of Sangiovese fruit. The aftertaste is long, spicy and firm. Give this wine 5–10 more years.",55.0
124388,"Spice, cherry liqueur, dark fruit, leather and moist tobacco comprise the bouquet. Structured and firm, the wine delivers a clean, focused feel.",79.0
124406,"A youthful, bold Brunello with exotic spice, dark vanilla bean, leather, toasted oak and chestnut. Background tones include bramble, wild berry, blueberry and cola. Bright and firm on the finish.",45.0
124407,"Bramble and forest floor, cherry cola and savory bresaola notes amount to pretty aromatics with less bulkiness in the mouth. The structure is there but this wine is a bit dry, sharp and less fleshy than many others.",80.0
124815,This wine bursts open with vibrant tones of sweet cherry and forest berry followed by cola and a touch of fruit liqueur. The wine is easy and fresh but also shows the depth and intensity that link it to its celebrated siblings in the greater Brunello family.,50.0
124817,"Bright, lively and buoyant, this Brunello offers great aromatic intensity overall. It definitely shows a bright vein of acidity that runs straight through the wine and holds it tightly together. Pair it with oven-baked cheese flan or crispy fried potatoes. You need fatty foods to match that sharp acidity.",
124820,"This opens with pretty, dark concentration and balanced aromas of black cherry and red currant set against leather, cedar and drying mineral notes. That extra density helps soften the sharp acidity.",
125260,"Uccelliera's savory Rosso offers a compact mouthfeel, with bright acidity, silky tannins and bright berry aromas. Pair this wine with lamb stewed with exotic spices and grated ginger.",20.0
125262,"This is a nicely fragrant Rosso that shows bright nuances of raspberry, wild strawberry and pressed rose petal. The wine is smooth and silky to the end.",50.0
125263,"Easy, fresh and succulent, this ruby-colored Rosso would make a great match for grilled sausage or hamburger patties. There's a ripe, chewy texture to the mouthfeel, with a finish that's driven by dark fruit flavors.",20.0
125281,"This is a dark, plump expression of Sangiovese Grosso that delivers finely-tuned aromas of succulent fruit and blackberry. Notes of espresso and dark chocolate give the wine added dimension and staying power in the mouth.",
125282,"From Montalcino's most historic estate, this pretty Rosso opens with a bright, ruby color and aromas of spice and forest fruit. It delivers bright acidity and silky tannins in the mouth.",75.0
125284,"Milk chocolate and sweet cherry aromas appear alongside cured meat and plump black fruit. This is a straightforward Brunello with a creamy, soft close.",65.0
125291,"Here's a beautiful interpretation from the 2008 vintage that shows balance, harmony and intensity all zipped up into one tight package. That seamless integration, followed by rich extraction, gives the wine momentum overall. Although this is a different wine from past vintages, the quality is just as high. Hold 5–10 years.",65.0
125293,"This impressive Brunello Riserva opens with an inky, garnet color, gorgeous aromatic intensity and bright tones of red cherry, licorice, rum cake and menthol. The wine feels tight and silky in the mouth with great purity and a long, polished feel. The wine can be cellared or consumed in two to three years from now.",80.0
125297,"This is a lovely wine with savory notes of spice and leather backed by clean berry freshness and bright menthol. The wine is dark and sophisticated with a generous mouthfeel and soft, velvety tannins. It shows a brawny, masculine personality that would pair well with game hen with black truffle.",75.0
125298,"This is a meaty and masculine wine that is ready to drink now or within the next two to three years. It shows tight yet savory aromas of cured meat and spice followed by dried berry and cassis. The tannins are silky and polished, and there's a flash of extra power and flavor intensity on the finish.",130.0
125301,"Here's a vibrant and etched Brunello riserva that opens with a dark, inky color and pretty aromas of dark fruit and plum followed by tobacco and spice. The wine leaves a large and long-lasting impression in the mouth with bright acidity and delicate nuances of crushed stone and white pepper on the close. Drink after 2018.",95.0
125304,"This beautiful riserva offers bright aromas of ginger, cola, dried mint, forest berry and cassis. The wine is bright and lively, with dusty tannins and balanced acidity. Overall, the wine shows incredibly clean and polished characteristics that linger long on the palate.",58.0
125308,"Here's a home run from one of the best producers in Montalcino. With sun drenched, sea-facing vineyards (this is one of the only spots where you can see the shimmering Mediterranean from Montalcino), this dense riserva doles out lingering flavors of spice, cherry, leather and tobacco. The acidity is perfectly balanced against the wine's soft fruit.",140.0
125310,"Riserva La Poderina presents an impenetrable wall of aromatic intensity with dark concentration and lovely density in the mouth. You'll recognize dark fruit, polished mineral, leather, tobacco and powdered spice notes. The wine lasts long on the palate, driven by its bold structure.",79.0
